id;servidor;timestamp;NOME;USO_MEMORIA (MB)
1;Servidor01;2025-12-08 12:02:17.630307;diagnosticextensionsd;9.8
1;Servidor01;2025-12-08 12:02:17.630307;AppleSpell;90.9
1;Servidor01;2025-12-08 12:02:17.630307;keyboardservicesd;7.8
1;Servidor01;2025-12-08 12:02:17.630307;naturallanguaged;3.1
1;Servidor01;2025-12-08 12:02:17.630307;weatherd;9.7
1;Servidor01;2025-12-08 12:02:17.630307;tipsd;12.8
1;Servidor01;2025-12-08 12:02:17.630307;DockHelper;41.3
1;Servidor01;2025-12-08 12:02:17.630307;promotedcontentd;11.1
1;Servidor01;2025-12-08 12:02:17.630307;dataaccessd;28.7
1;Servidor01;2025-12-08 12:02:17.630307;proactived;11.0
1;Servidor01;2025-12-08 12:02:17.630307;AuthenticationServicesAgent;13.2
1;Servidor01;2025-12-08 12:02:17.630307;coreautha;18.5
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Renderer);377.8
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Renderer);192.8
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Renderer);228.3
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Renderer);404.5
1;Servidor01;2025-12-08 12:02:17.630307;VTEncoderXPCService;5.5
1;Servidor01;2025-12-08 12:02:17.630307;PlugInLibraryService;1.6
1;Servidor01;2025-12-08 12:02:17.630307;PlugInLibraryService;1.9
1;Servidor01;2025-12-08 12:02:17.630307;extensionkitservice;7.9
1;Servidor01;2025-12-08 12:02:17.630307;OfficeThumbnailExtension;10.7
1;Servidor01;2025-12-08 12:02:17.630307;WebThumbnailExtension;23.9
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.WebKit.GPU;11.6
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;4.5
1;Servidor01;2025-12-08 12:02:17.630307;CSExattrCryptoService;3.2
1;Servidor01;2025-12-08 12:02:17.630307;TextThumbnailExtension;20.2
1;Servidor01;2025-12-08 12:02:17.630307;MTLCompilerService;45.7
1;Servidor01;2025-12-08 12:02:17.630307;MTLCompilerService;27.8
1;Servidor01;2025-12-08 12:02:17.630307;Opera Helper (Renderer);541.7
1;Servidor01;2025-12-08 12:02:17.630307;CGPDFService;3.7
1;Servidor01;2025-12-08 12:02:17.630307;XprotectService;6.9
1;Servidor01;2025-12-08 12:02:17.630307;CategoriesService;11.5
1;Servidor01;2025-12-08 12:02:17.630307;geoanalyticsd;9.4
1;Servidor01;2025-12-08 12:02:17.630307;Code Helper (Plugin);39.5
1;Servidor01;2025-12-08 12:02:17.630307;zsh;1.1
1;Servidor01;2025-12-08 12:02:17.630307;Python;58.6
1;Servidor01;2025-12-08 12:02:17.630307;zsh;1.6
1;Servidor01;2025-12-08 12:02:17.630307;PowerChime;22.2
1;Servidor01;2025-12-08 12:02:17.630307;jetpackassetd;9.3
1;Servidor01;2025-12-08 12:02:17.630307;PasswordBreachAgent;5.8
1;Servidor01;2025-12-08 12:02:17.630307;CloudTelemetryService;4.4
1;Servidor01;2025-12-08 12:02:17.630307;privatecloudcomputed;8.9
1;Servidor01;2025-12-08 12:02:17.630307;RemoteManagementAgent;7.1
1;Servidor01;2025-12-08 12:02:17.630307;SafariConfigurationSubscriber;5.1
1;Servidor01;2025-12-08 12:02:17.630307;CloudTelemetryService;1.6
1;Servidor01;2025-12-08 12:02:17.630307;SecuritySubscriber;2.9
1;Servidor01;2025-12-08 12:02:17.630307;InteractiveLegacyProfilesSubscriber;2.7
1;Servidor01;2025-12-08 12:02:17.630307;ScreenSharingSubscriber;3.8
1;Servidor01;2025-12-08 12:02:17.630307;LegacyProfilesSubscriber;2.7
1;Servidor01;2025-12-08 12:02:17.630307;PasscodeSettingsSubscriber;2.7
1;Servidor01;2025-12-08 12:02:17.630307;AccountSubscriber;4.9
1;Servidor01;2025-12-08 12:02:17.630307;ManagedAppsSubscriber;3.1
1;Servidor01;2025-12-08 12:02:17.630307;ManagementTestSubscriber;2.8
1;Servidor01;2025-12-08 12:02:17.630307;managedappdistributionagent;12.2
1;Servidor01;2025-12-08 12:02:17.630307;ASConfigurationSubscriber;4.7
1;Servidor01;2025-12-08 12:02:17.630307;ManagedSettingsSubscriber;3.2
1;Servidor01;2025-12-08 12:02:17.630307;com.apple.audio.SandboxHelper;3.8
1;Servidor01;2025-12-08 12:02:17.630307;managedcorespotlightd;34.1
1;Servidor01;2025-12-08 12:02:17.630307;mapssyncd;10.2
1;Servidor01;2025-12-08 12:02:17.630307;remindd;20.6
1;Servidor01;2025-12-08 12:02:17.630307;intelligenceplatformd;9.4
1;Servidor01;2025-12-08 12:02:17.630307;filevaultd;8.9
1;Servidor01;2025-12-08 12:02:17.630307;businessservicesd;5.2
1;Servidor01;2025-12-08 12:02:17.630307;MessagesBlastDoorService;4.3
1;Servidor01;2025-12-08 12:02:17.630307;mlhostd;12.4
1;Servidor01;2025-12-08 12:02:17.630307;backgroundassets.user;6.3
1;Servidor01;2025-12-08 12:02:17.630307;extensionkitservice;7.4
1;Servidor01;2025-12-08 12:02:17.630307;homeenergyd;13.5
1;Servidor01;2025-12-08 12:02:17.630307;nbagent;30.4
1;Servidor01;2025-12-08 12:02:17.630307;AMPLibraryAgent;14.3
1;Servidor01;2025-12-08 12:02:17.630307;storeaccountd;4.5
1;Servidor01;2025-12-08 12:02:17.630307;proactiveeventtrackerd;4.6
1;Servidor01;2025-12-08 12:02:17.630307;swtransparencyd;5.5
1;Servidor01;2025-12-08 12:02:17.630307;CloudTelemetryService;4.3
1;Servidor01;2025-12-08 12:02:17.630307;MTLAssetUpgraderD;3.6
1;Servidor01;2025-12-08 12:02:17.630307;media-indexer;8.0
